test_name,test_number,question_number,exact_question_text,question_text_summary,choices_compact,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_J,choice_K,correct_answer_raw,explanation_raw,primary_topic,secondary_topics,subtopics,concept_path,not_connected_to,solution_pathway_1,solution_pathway_2,solution_pathway_3,answer,answer_reasoning,student_misconception_risks,skill_gap_if_wrong,tutor_note,mindcraft_original_question_angle,confidence_level,review_priority,source_status,notes_from_akshat,raw_concept_tag,raw_subskill_tag,raw_difficulty,rewrite_needed_for_mindcraft,source_site,source_url,raw_notes,intelligence_status,batch_status,last_updated
ACT Math Practice Test 1,1,11,"What is the slope of a line on a standard xy- plane that passes through the point (1, 3) and (4, –3)?","What is the slope of a line on a standard xy- plane that passes through the point (1, 3) and (4, –3)?",A. –1 | B. 2 | C. –2 | D. E.,–1,2,–2,E.,,,,,,,,,Coordinate Geometry: Slope,Linear relationships; coordinate plane; rise over run,Slope formula; rate of change; rise/run; line through two points; negative slope,Coordinate Geometry → identify two points → compute change in y over change in x → simplify slope → interpret direction,Equation of a line unless asked; perpendicular/parallel slopes except as extensions; distance formula,"Use the formula m=(y2−y1)/(x2−x1). With points (1,3) and (4,−3), m=(-3−3)/(4−1)=−6/3=−2.","Use rise over run visually: moving from x=1 to x=4 is right 3, while y goes from 3 to −3, down 6. Rise/run = −6/3 = −2.","Use answer sense-checking: the line goes downward as x increases, so the slope must be negative; that eliminates positive choices.",−2,"The y-value decreases by 6 while x increases by 3, so the slope is −6/3=−2.",Students may reverse x and y changes; may subtract points in inconsistent order; may miss the negative sign; may confuse slope with intercept.,Weakness in slope formula; coordinate subtraction; sign discipline; visual interpretation of rise/run.,Teach both formula and visual displacement because different students anchor better in different representations.,"Create paired versions asking for slope, parallel slope, perpendicular slope, and line equation from the same two points.",High,High,Raw source imported + user explanation captured,Akshat: coordinate geometry slope question; teach y2−y1 over x2−x1 and rise/run; connect to related subtopics like perpendicular/parallel slopes and line equations.,ACT Coordinate Geometry,Slope from two points,Easy-Medium,Yes,CrackAB,https://www.crackab.com/act/math/test101.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Completed - Akshat explained,Completed batch Q7-Q14,2026-06-20 23:35
ACT Math Practice Test 1,1,12,"Andrea wants to fill in two sections of her backyard with sod that must be purchased in 2-x-2-foot squares. If the two sections measure 30 x 40 feet and 60 x 80 feet, how many squares of sod does she need to buy?","Andrea wants to fill in two sections of her backyard with sod that must be purchased in 2-x-2-foot squares. If the two sections measure 30 x 40 feet and 60 x 80 feet, how many squares of sod does she need to buy?","F. 1,000 | G. 1,250 | H. 1,500 | J. 1,600 | K. 2,000",,,,,,"1,000","1,250","1,500","1,600","2,000",,,Geometry: Area & Unit Tiling,Rectangles; area; unit squares; practical geometry word problems,Area of rectangles; composite area; tile/sod coverage; unit area conversion; division by tile area,Geometry/Measurement → compute each rectangular section area → add total area → compute area of each sod square → divide total area by square area,Perimeter; volume; square-root side length; coordinate geometry,"Find each area: 30×40=1,200 and 60×80=4,800. Total area is 6,000 square feet. Each sod square is 2×2=4 square feet, so 6,000÷4=1,500.","Think in tiles per dimension: first section needs 15 by 20 sod squares = 300; second needs 30 by 40 = 1,200; total = 1,500.","Draw the rectangles and label dimensions, then decide whether the question asks for area or number of tiles. Number of tiles requires dividing by tile area.","1,500","The two areas total 6,000 square feet, and each sod square covers 4 square feet. Therefore Andrea needs 1,500 squares.",Students may forget the second section; may divide by 2 instead of 4; may confuse side length of sod square with area; may compute perimeter.,Weakness in area formulas; unit-square reasoning; multi-step word problem organization; visual diagram use.,"Encourage diagram drawing and unit labels. This is a measurement/area problem, not just multiplication.","Create variations with different tile sizes, leftover/round-up constraints, and missing dimensions.",High,High,Raw source imported + user explanation captured,Akshat: area question; easier if students draw diagrams; compute rectangular areas and divide by 2×2 sod square area; tag carefully.,ACT Geometry/Measurement,Area; tiling; unit conversion,Medium,Yes,CrackAB,https://www.crackab.com/act/math/test101.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Completed - Akshat explained,Completed batch Q7-Q14,2026-06-20 23:35
ACT Math Practice Test 1,1,13,"In the following triangle, what is the value of sec n ?","In the following triangle, what is the value of sec n ?",D. E.,,,,E.,,,,,,,,,Trigonometry: Right Triangle Ratios,Reciprocal trig functions; SOH-CAH-TOA; secant,Right-triangle trigonometry; cosine; secant as reciprocal of cosine; adjacent/hypotenuse identification,Trigonometry → identify angle n → identify adjacent side and hypotenuse → compute cos(n)=adjacent/hypotenuse → take reciprocal for sec(n),Trig graphs/amplitude/phase shift; law of sines/cosines; non-right triangle trig,"Use sec(n)=1/cos(n). If the side adjacent to angle n is 4 and the hypotenuse is 5, then cos(n)=4/5 and sec(n)=5/4.",Use SOH-CAH-TOA plus reciprocal identities: CAH says cosine is adjacent over hypotenuse; secant flips cosine.,"If the figure is unclear, first label opposite/adjacent/hypotenuse relative to angle n before calculating.",5/4 if angle n is adjacent to side 4 and the hypotenuse is 5; verify against the figure.,"Secant is the reciprocal of cosine. With adjacent 4 and hypotenuse 5, sec(n)=5/4.",Students may confuse sec with sin or cos; may use opposite instead of adjacent; may forget reciprocal relationships; may apply graph transformations when only right-triangle trig is needed.,Weakness in SOH-CAH-TOA; reciprocal trig identities; identifying sides relative to an angle; diagram interpretation.,"Keep this tagged as right-triangle trig, not trig graphs. Later connect to amplitude/phase only for function graph questions.","Create a family of problems on the same triangle asking for sin, cos, tan, csc, sec, and cot.",Medium,High,Raw source imported + user explanation captured; figure answer requires confirmation,Akshat: right-triangle trig; sec is reciprocal of cos; cos uses adjacent/base over hypotenuse; also note broader trig subtopics like amplitude and phase shift are related but not needed here.,ACT Trigonometry,Right-triangle trig; secant,Medium,Yes,CrackAB,https://www.crackab.com/act/math/test101.html,"Raw scraped source. Check formatting manually, especially image/formula questions. Figure needed to verify side labels.",Partial - Akshat explained; final answer needs figure verification,Completed batch Q7-Q14,2026-06-20 23:35
ACT Math Practice Test 1,1,14,"If pq – 3 r = 2, what is the value of q in terms of p and r ?","If pq – 3 r = 2, what is the value of q in terms of p and r ?",F. 2 p + 3 pr | G. 2 p – 3 pr | J. K.,,,,,,2 p + 3 pr,2 p – 3 pr,,K.,,,,Algebra: Literal Equations & Rearranging Formulas,Solving for a variable; factoring/common factors; inverse operations,Literal equations; isolating variables; algebraic manipulation; division by a coefficient/expression; symbolic comfort,Algebra → start with pq−3r=2 → move −3r to other side → pq=2+3r → divide both sides by p → q=(2+3r)/p,Numerical equation solving only; functions; systems of equations,Isolate q: add 3r to both sides to get pq=2+3r. Then divide by p to get q=(2+3r)/p.,"Think of pq as p times q. To undo multiplication by p, divide the entire other side by p.","Check structure: since q is multiplied by p, the final expression must have a fraction with p in the denominator.",q = (2 + 3r) / p,"Adding 3r to both sides gives pq=2+3r. Dividing by p isolates q, so q=(2+3r)/p.",Students may divide only one term by p; may move terms across the equals sign with wrong signs; may feel confused by letters instead of numbers; may not use parentheses in the numerator.,Weakness in inverse operations; symbolic algebra; fractions; equation balancing; isolating variables in formulas.,"This is foundational algebra intelligence: students must be comfortable moving terms and dividing entire expressions, not just plugging numbers.",Create versions with different target variables and with coefficients/fractions to expose fragile algebra skills.,High,High,Raw source imported + user explanation captured,"Akshat: deceptively easy algebra; students often struggle with variables p/q/r, common terms, moving terms, division across the equation, and symbolic manipulation.",ACT Algebra,Literal equations; solving for a variable,Medium,Yes,CrackAB,https://www.crackab.com/act/math/test101.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Completed - Akshat explained,Completed batch Q7-Q14,2026-06-20 23:35
ACT Math Practice Test 1,1,15,"If f ( x ) = 4 x 2 – 5 x – 5 and g ( x ) = 2 x – 4, what is the value of ?","If f ( x ) = 4 x 2 – 5 x – 5 and g ( x ) = 2 x – 4, what is the value of ?",A. 1 | B. 2 | D. E.,1,2,,E.,,,,,,,,,Functions: Evaluation & Substitution,Algebra; function notation,Function notation; inputs and outputs; substituting values; evaluating polynomial functions; evaluating linear functions; quotient of function values,Functions → understand f(x) and g(x) as input-output rules → substitute x=6 into g(x) and x=-5 into f(x) → compute each output carefully → divide the outputs as requested,Composite functions; inverse functions; transformations of functions; graph interpretation,"Evaluate each function separately: compute g(6) by replacing x with 6, compute f(-5) by replacing x with -5, then divide the two values in the order asked by the problem.","Read function notation as a machine: g(6) means “put 6 into the g rule,” and f(-5) means “put -5 into the f rule.” Once the outputs are found, the rest is arithmetic.",Avoid being distracted by verbose wording. The question is not asking for a new formula; it is asking for numerical outputs from given formulas.,"Expression-dependent; if the expression is g(6)/f(-5), then g(6)=8 and f(-5)=120, so the value is 1/15. Verify against the original formatted question because the scrape omitted part of the expression.","The key reasoning is substitution: functions take inputs and produce outputs. Students should replace x with the specified input inside each function, simplify carefully, then combine the resulting values exactly as the question states.",Students may not understand that x is the input; may try to solve for x; may confuse f(-5) with f(x)-5; may mishandle negative substitution in x^2; may be intimidated by function notation even though the operation is simple.,Weakness in function notation; substituting negative numbers; evaluating expressions; order of operations; distinguishing evaluation from solving.,Tutor should emphasize that function notation is not mysterious: f(a) means plug a into the rule. This problem is conceptually simple but can reveal whether a student truly understands inputs and outputs.,"Create variants where students evaluate f(3), f(-3), g(a), f(g(2)), and compare outputs, moving gradually from simple substitution to composite functions.",Medium,High,Raw source imported + user explanation captured; original scrape incomplete,"Akshat: function question; substitute x=6 for g(6) and x=-5 for f(-5), then divide. Students often do not know that functions take inputs and produce outputs; wording looks verbose but answer is straightforward. Not composite or inverse functions here, though those are adjacent ACT sub-concepts.",ACT Functions,Function evaluation; substitution; inputs and outputs,Medium,Yes,CrackAB,https://www.crackab.com/act/math/test101.html,Raw scraped source omitted part of the expression and answer choices; verify from screenshot/original page before final answer-key use.,Completed - Akshat explained; expression verification needed,Completed batch Q7-Q15,2026-06-20 23:18
ACT Math Practice Test 2,2,1,"If you multiply two integers together and then add 4, the result is 40. Which of the following could NOT be the sum of the two numbers?","If you multiply two integers together and then add 4, the result is 40. Which of the following could NOT be the sum of the two numbers?",F. 12 | G. 13 | H. 15 | J. 18 | K. 20,,,,,,12,13,15,18,20,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test102.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 2,2,2,"In the following figure, the two horizontal lines are parallel. Which of the following does NOT equal 180°?","In the following figure, the two horizontal lines are parallel. Which of the following does NOT equal 180°?",A. ( p + r )° | B. ( p + t )° | C. ( q + s )° | D. ( r + s + t )° | E. ( t + u )°,( p + r )°,( p + t )°,( q + s )°,( r + s + t )°,( t + u )°,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test102.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 2,2,3,"If a and b are the two values of t that satisfy the equation t 2 – 6 t + 8 = 0, with a > b, what is the value of a – b ?","If a and b are the two values of t that satisfy the equation t 2 – 6 t + 8 = 0, with a > b, what is the value of a – b ?",F. 2 | G. 4 | H. 6 | J. 8 | K. 10,,,,,,2,4,6,8,10,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test102.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 2,2,4,A rectangular box has two sides whose lengths are 3 centimeters and 9 centimeters and a volume of 135 cm 3 . What is the area of its largest side?,A rectangular box has two sides whose lengths are 3 centimeters and 9 centimeters and a volume of 135 cm 3 . What is the area of its largest side?,A. 27 cm 2 | B. 36 cm 2 | C. 39 cm 2 | D. 45 cm 2 | E. 48 cm 2,27 cm 2,36 cm 2,39 cm 2,45 cm 2,48 cm 2,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test102.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 2,2,5,"If you graph the lines 3 x + 2 y = –2 and 5 x – y = 14 on a standard xy- graph, at which point will the lines intersect?","If you graph the lines 3 x + 2 y = –2 and 5 x – y = 14 on a standard xy- graph, at which point will the lines intersect?","F. (1, –7) | G. (2, –4) | H. (–5, 4) | J. (–9, 3) | K. (11, 2)",,,,,,"(1, –7)","(2, –4)","(–5, 4)","(–9, 3)","(11, 2)",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test102.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 2,2,6,Which of the following equals 12 x 2 y 3 z 4 – 30 xy 2 + 24 x 2 y 5 z ?,Which of the following equals 12 x 2 y 3 z 4 – 30 xy 2 + 24 x 2 y 5 z ?,A. 6 xy 2 (2 yz 3 – 5 + 4 xy 3 ) | B. 6 xy 2 (2 xyz 4 – 5 + 4 xy 3 z ) | C. 6 xy 2 z (2 xyz 3 – 5 + 4 xy 3 ) | D. 12 x 2 y 3 ( yz 4 – 5 + 2 y 2 z ) | E. 12 x 2 y 3 z ( xy 2 z 3 – 5 z + 2 y 2 ),6 xy 2 (2 yz 3 – 5 + 4 xy 3 ),6 xy 2 (2 xyz 4 – 5 + 4 xy 3 z ),6 xy 2 z (2 xyz 3 – 5 + 4 xy 3 ),12 x 2 y 3 ( yz 4 – 5 + 2 y 2 z ),12 x 2 y 3 z ( xy 2 z 3 – 5 z + 2 y 2 ),,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test102.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 2,2,7,"In the following figure, ABCD is a square and is a diameter of the circle centered at O. If the area of the square is 100, what is the area of the shaded region?","In the following figure, ABCD is a square and is a diameter of the circle centered at O. If the area of the square is 100, what is the area of the shaded region?",J. K.,,,,,,,,,K.,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test102.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 2,2,8,"Anderson has a phone plan that charges a monthly rate of $50 for the first 1,000 minutes plus $0.25 for each additional minute. Which of the following functions models Anderson’s plan for all m > 1,000, with m as the number of minutes per month and f ( m ) as the monthly charge?","Anderson has a phone plan that charges a monthly rate of $50 for the first 1,000 minutes plus $0.25 for each additional minute. Which of the following functions models Anderson’s plan for all m > 1,000, with m as the number of minutes per month and f ( m ) as the monthly charge?","A. f ( m ) = 0.25 m | B. f ( m ) = 0.25 m + 50 | C. f ( m ) = 0.25 m – 200 | D. f ( m ) = 0.25 m – 950 | E. f ( m ) = 0.25 m + 1,000",f ( m ) = 0.25 m,f ( m ) = 0.25 m + 50,f ( m ) = 0.25 m – 200,f ( m ) = 0.25 m – 950,"f ( m ) = 0.25 m + 1,000",,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test102.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 2,2,9,"What is the x- intercept of a line that passes through the point (3, 4) and has a slope of 2?","What is the x- intercept of a line that passes through the point (3, 4) and has a slope of 2?",F. –2 | G. –1 | H. 0 | J. 1 | K. 2,,,,,,–2,–1,0,1,2,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test102.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 2,2,10,"This question refers to the following figure, which shows a graph of the percentage of votes tallied by an online book club regarding the next author that the club should focus on. Which of the following pairs of authors received exactly 30 percent of the votes altogether?","This question refers to the following figure, which shows a graph of the percentage of votes tallied by an online book club regarding the next author that the club should focus on. Which of the following pairs of authors received exactly 30 percent of the votes altogether?",A. Cormac McCarthy and Toni Morrison | B. Gabriel García Márquez and Toni?Morrison | C. Toni Morrison and Annie Proulx | D. Toni Morrison and John Steinbeck | E. Annie Proulx and John Steinbeck,Cormac McCarthy and Toni Morrison,Gabriel García Márquez and Toni?Morrison,Toni Morrison and Annie Proulx,Toni Morrison and John Steinbeck,Annie Proulx and John Steinbeck,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test102.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 2,2,11,"This question refers to the following figure, which shows a graph of the percentage of votes tallied by an online book club regarding the next author that the club should focus on. If exactly 260 people voted, how many votes did Cormac McCarthy receive?","This question refers to the following figure, which shows a graph of the percentage of votes tallied by an online book club regarding the next author that the club should focus on. If exactly 260 people voted, how many votes did Cormac McCarthy receive?",F. 15 | G. 30 | H. 33 | J. 39 | K. 45,,,,,,15,30,33,39,45,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test102.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 2,2,12,"Anne and Katherine are both saving money from their summer jobs to buy bicycles. If Anne had $150 less, she would have exactly as much as Katherine. And if Katherine had twice as much, she would have exactly 3 times as much as Anne. How much money have they saved together?","Anne and Katherine are both saving money from their summer jobs to buy bicycles. If Anne had $150 less, she would have exactly as much as Katherine. And if Katherine had twice as much, she would have exactly 3 times as much as Anne. How much money have they saved together?",A. $300 | B. $400 | C. $450 | D. $625 | E. $750,$300,$400,$450,$625,$750,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test102.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 2,2,13,What is the solution set for x for the inequality |2 x + 7| > 11?,What is the solution set for x for the inequality |2 x + 7| > 11?,F. 2 < x < 9 | G. –9 < x < 2 | H. x < 2 or x > 9 | J. x < –2 or x > 9 | K. x < –9 or x > 2,,,,,,2 < x < 9,–9 < x < 2,x < 2 or x > 9,x < –2 or x > 9,x < –9 or x > 2,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test102.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
